article,article_title,date_published,main_image
"It's time to get your skin summer ready by getting rid of the old to give way to the new. Dead skin gives a dull and lifeless appearance.  By exfoliating the old skin away you can maintain a healthy complexion. Additionally, it unclogs pores and helps reduce acneic breakouts.We can't wait to give you youthful, glowing, fresh, polished, beautiful, perfect...well you get the point....SKIN!!!",chemical peels,"May 30, 2013",http://www.lookandfeelbetter.com
"It's time to get your skin summer ready by getting rid of the old to give way to the new. Dead skin gives a dull and lifeless appearance.  By exfoliating the old skin away you can maintain a healthy complexion. Additionally, it unclogs pores and helps reduce acneic breakouts.We can't wait to give you youthful, glowing, fresh, polished, beautiful, perfect...well you get the point....SKIN!!!",Obagi blue peel radiance,"May 30, 2013",http://www.lookandfeelbetter.com
"It's time to get your skin summer ready by getting rid of the old to give way to the new. Dead skin gives a dull and lifeless appearance.  By exfoliating the old skin away you can maintain a healthy complexion. Additionally, it unclogs pores and helps reduce acneic breakouts.We can't wait to give you youthful, glowing, fresh, polished, beautiful, perfect...well you get the point....SKIN!!!",microdermabrasion,"May 30, 2013",http://www.lookandfeelbetter.com
"Fortunately, in plastic surgery typically we see mostly healthy patients. The reason they come to us is to improve their appearance and make their bodies even healthier in some respects. We occassionally have patients ask if they should do a ""cleanse"" prior to their surgical procedure. The concern is that between surgery and medications there will be an increase of toxins in the system. So some patients think doing a ""cleanse"" may speed up recovery, reduce discomfort and so on. Each practice will have its own pre-operative suggestions for their patients in preparation for surgery.",undefined,"June 10, 2013",http://www.lookandfeelbetter.com
I have just returned from Berlin where I attended the 2nd International Society for Plastic Regenerative Surgery (ISPRES) where I presented my experience using . The meeting was extremely well attended with presentations and discussions on the expanding field of fat transfer for all aspects of cosmetic and reconstructive surgery.,ISPRES,"June 11, 2013",http://www.lookandfeelbetter.com
,Women&#039;s Health,"March 12, 2013",http://www.lookandfeelbetter.com
,ABC News,"March 12, 2013",http://www.lookandfeelbetter.com
"Over the last two years I have adopted two major modifications to the way I perform abdominoplasty, that have made a major difference in recovery for my patients.",painless abdominoplasty,"February 2, 2015",http://www.lookandfeelbetter.com
"The single most important component of any breast implant operation, whether for cosmetic breast augmentation or breast reconstruction, is ensuring that there is good soft tissue coverage over the implant. Most of the complications relating to breast implants are directly related to the quality and thickness of the soft tissue over the implants.Complications include poor shape, assymetry, hardening or capsular contracture, pain, rippling and even tissue deformity and breakdown in some cases.",lipoflap procedure,"February 8, 2015",http://www.lookandfeelbetter.com
"The single most important component of any breast implant operation, whether for cosmetic breast augmentation or breast reconstruction, is ensuring that there is good soft tissue coverage over the implant. Most of the complications relating to breast implants are directly related to the quality and thickness of the soft tissue over the implants.Complications include poor shape, assymetry, hardening or capsular contracture, pain, rippling and even tissue deformity and breakdown in some cases.",breast implant complications,"February 8, 2015",http://www.lookandfeelbetter.com
"Over the last two years I have adopted two major modifications to the way I perform abdominoplasty, that have made a major difference in recovery for my patients.",long acting bupivacaine,"February 2, 2015",http://www.lookandfeelbetter.com
"Are you bothered by a double chin or excessive fullness in the neck area? I have just returned from Chicago where I completed training in the Kybella procedure and was also chosen to act as a speaker for the company as it is introduced to other doctors. Kybella is the first FDA approved injectable product that can be used to melt fat and reduce a double chin. The procedure is a non-surgical option that can be used instead of submental liposuction to reduce the fullness in the area under the chin, an area that many men and women are subconscious about.",Submental Liposuction,"July 19, 2015",http://www.lookandfeelbetter.com
"Are you bothered by a double chin or excessive fullness in the neck area? I have just returned from Chicago where I completed training in the Kybella procedure and was also chosen to act as a speaker for the company as it is introduced to other doctors. Kybella is the first FDA approved injectable product that can be used to melt fat and reduce a double chin. The procedure is a non-surgical option that can be used instead of submental liposuction to reduce the fullness in the area under the chin, an area that many men and women are subconscious about.",Kybella,"July 19, 2015",http://www.lookandfeelbetter.com
